risk_id,kredit_id,risk_skoru,risk_kateqoriyasi,ayliq_gelir_melumati,ish_tecrubesi_il,teminat_varmi,kredit_teminat_deyeri
1526,1526,580,Orta,1429.63,28,Xeyr,
1527,1527,759,Aşağı,3056.39,15,Xeyr,
1528,1528,735,Aşağı,4213.44,10,Bəli,241751.3
1529,1529,846,Aşağı,3707.36,4,Xeyr,
1530,1530,811,Aşağı,3366.19,10,Xeyr,
1531,1531,800,Aşağı,3116.02,6,Xeyr,
1532,1532,341,Yüksək,673.46,23,Xeyr,
1533,1533,393,Yüksək,3078.93,25,Xeyr,
1534,1534,409,Yüksək,1187.34,6,Xeyr,
1535,1535,740,Aşağı,4065.95,10,Bəli,247080.61
1536,1536,432,Yüksək,2503.98,3,Xeyr,
1537,1537,393,Yüksək,3396.81,5,Bəli,243266.96
1538,1538,749,Aşağı,3679.65,20,Bəli,60491.35
1539,1539,374,Yüksək,789.0,13,Bəli,24467.56
1540,1540,817,Aşağı,4628.9,14,Xeyr,
1541,1541,581,Orta,720.92,11,Xeyr,
1542,1542,563,Orta,1902.78,26,Xeyr,
1543,1543,822,Aşağı,1782.5,30,Xeyr,
1544,1544,750,Aşağı,945.18,24,Xeyr,
1545,1545,357,Yüksək,1616.98,6,Xeyr,
1546,1546,517,Orta,3134.51,20,Xeyr,
1547,1547,611,Orta,2638.92,7,Bəli,32781.33
1548,1548,796,Aşağı,955.85,21,Xeyr,
1549,1549,675,Orta,663.55,30,Bəli,30558.57
1550,1550,849,Aşağı,3289.45,30,Xeyr,
1551,1551,580,Orta,3218.4,1,Xeyr,
1552,1552,314,Yüksək,3133.29,1,Bəli,209186.88
1553,1553,820,Aşağı,1236.02,13,Xeyr,
1554,1554,608,Orta,2391.8,21,Bəli,7223.57
1555,1555,790,Aşağı,2182.67,6,Xeyr,
1556,1556,836,Aşağı,3070.35,27,Xeyr,
1557,1557,798,Aşağı,2919.48,11,Xeyr,
1558,1558,639,Orta,795.87,28,Xeyr,
1559,1559,721,Aşağı,4955.29,14,Xeyr,
1560,1560,536,Orta,4923.43,6,Bəli,29673.91
1561,1561,521,Orta,4258.01,12,Bəli,301263.14
1562,1562,389,Yüksək,1219.91,13,Bəli,37804.74
1563,1563,772,Aşağı,4738.38,29,Bəli,65080.39
1564,1564,399,Yüksək,573.03,6,Xeyr,
1565,1565,499,Yüksək,2001.77,26,Xeyr,
1566,1566,445,Yüksək,997.61,5,Xeyr,
1567,1567,390,Yüksək,1810.99,27,Xeyr,
1568,1568,795,Aşağı,1303.99,29,Xeyr,
1569,1569,441,Yüksək,1867.75,18,Bəli,25876.72
1570,1570,504,Orta,3575.96,25,Bəli,26609.52
1571,1571,590,Orta,1794.52,18,Bəli,240546.75
1572,1572,663,Orta,3537.01,28,Xeyr,
1573,1573,341,Yüksək,2906.73,19,Xeyr,
1574,1574,810,Aşağı,602.04,4,Bəli,4415.62
1575,1575,763,Aşağı,3752.31,10,Xeyr,
1576,1576,513,Orta,643.72,26,Xeyr,
1577,1577,528,Orta,4178.97,6,Bəli,36313.22
1578,1578,546,Orta,3228.7,24,Xeyr,
1579,1579,330,Yüksək,2205.98,30,Xeyr,
1580,1580,652,Orta,2179.48,10,Xeyr,
1581,1581,595,Orta,2482.84,5,Bəli,68936.45
1582,1582,834,Aşağı,2446.03,15,Xeyr,
1583,1583,477,Yüksək,1384.0,12,Xeyr,
1584,1584,627,Orta,3691.39,3,Xeyr,
1585,1585,602,Orta,2708.99,11,Bəli,21186.82
1586,1586,383,Yüksək,1010.05,25,Xeyr,
1587,1587,843,Aşağı,4461.13,27,Xeyr,
1588,1588,441,Yüksək,3506.82,7,Xeyr,
1589,1589,428,Yüksək,4042.66,25,Xeyr,
1590,1590,738,Aşağı,4166.46,12,Xeyr,
1591,1591,669,Orta,4734.4,19,Xeyr,
1592,1592,758,Aşağı,1890.27,27,Xeyr,
1593,1593,669,Orta,3288.74,14,Bəli,225954.32
1594,1594,469,Yüksək,3892.79,13,Bəli,6570.28
1595,1595,707,Aşağı,1319.4,21,Bəli,227712.99
1596,1596,559,Orta,543.13,19,Bəli,55789.8
1597,1597,850,Aşağı,4960.35,20,Xeyr,
1598,1598,530,Orta,3607.57,7,Bəli,63253.45
1599,1599,763,Aşağı,788.08,22,Xeyr,
1600,1600,386,Yüksək,3158.21,12,Bəli,401521.55
1601,1601,772,Aşağı,4041.79,15,Bəli,31745.95
1602,1602,573,Orta,3235.6,11,Xeyr,
1603,1603,350,Yüksək,4686.15,23,Xeyr,
1604,1604,765,Aşağı,4757.34,18,Bəli,96359.58
1605,1605,627,Orta,2337.55,26,Bəli,45763.88
1606,1606,837,Aşağı,3564.24,2,Bəli,325178.65
1607,1607,550,Orta,986.95,23,Bəli,27521.13
1608,1608,514,Orta,3948.95,14,Bəli,348836.89
1609,1609,752,Aşağı,2831.89,1,Bəli,43213.16
1610,1610,327,Yüksək,3729.98,4,Bəli,9662.36
1611,1611,607,Orta,1048.72,0,Bəli,3089.88
1612,1612,767,Aşağı,2071.51,14,Xeyr,
1613,1613,488,Yüksək,4426.59,0,Xeyr,
1614,1614,850,Aşağı,3592.66,27,Bəli,23296.6
1615,1615,823,Aşağı,4061.73,0,Bəli,39887.26
1616,1616,599,Orta,965.91,4,Bəli,56366.81
1617,1617,646,Orta,2253.07,9,Xeyr,
1618,1618,613,Orta,844.39,9,Xeyr,
1619,1619,314,Yüksək,4532.16,27,Xeyr,
1620,1620,838,Aşağı,3757.66,10,Bəli,48703.96
1621,1621,378,Yüksək,3700.6,24,Xeyr,
1622,1622,532,Orta,1988.06,7,Xeyr,
1623,1623,376,Yüksək,1958.67,16,Bəli,66643.73
1624,1624,755,Aşağı,2237.24,26,Xeyr,
1625,1625,595,Orta,2014.49,22,Xeyr,
1626,1626,466,Yüksək,2425.86,6,Xeyr,
1627,1627,677,Orta,2479.44,12,Xeyr,
1628,1628,486,Yüksək,461.29,0,Xeyr,
1629,1629,474,Yüksək,4405.8,24,Bəli,16608.79
1630,1630,635,Orta,1197.44,28,Xeyr,
1631,1631,489,Yüksək,2462.91,17,Bəli,104298.06
1632,1632,521,Orta,3611.2,4,Xeyr,
1633,1633,382,Yüksək,4717.29,16,Xeyr,
1634,1634,660,Orta,1186.51,3,Xeyr,
1635,1635,355,Yüksək,1584.79,26,Xeyr,
1636,1636,815,Aşağı,4636.26,13,Bəli,31838.45
1637,1637,769,Aşağı,3939.54,12,Bəli,12905.88
1638,1638,808,Aşağı,2902.18,11,Bəli,7030.66
1639,1639,719,Aşağı,3223.72,21,Bəli,74425.38
1640,1640,412,Yüksək,4137.8,20,Bəli,54036.64
1641,1641,728,Aşağı,3142.69,22,Xeyr,
1642,1642,640,Orta,1706.02,24,Xeyr,
1643,1643,750,Aşağı,4796.25,27,Bəli,30324.86
1644,1644,737,Aşağı,428.91,0,Xeyr,
1645,1645,790,Aşağı,2345.52,27,Bəli,55677.79
1646,1646,661,Orta,2195.86,2,Xeyr,
1647,1647,511,Orta,1956.71,19,Xeyr,
1648,1648,422,Yüksək,4482.99,4,Xeyr,
1649,1649,615,Orta,3226.96,29,Bəli,21536.61
1650,1650,506,Orta,3678.24,20,Bəli,15810.08
1651,1651,828,Aşağı,2731.11,19,Bəli,53015.06
1652,1652,818,Aşağı,3887.6,5,Bəli,36274.41
1653,1653,739,Aşağı,2483.53,8,Xeyr,
1654,1654,409,Yüksək,524.33,16,Xeyr,
1655,1655,723,Aşağı,1986.71,24,Bəli,672.61
1656,1656,523,Orta,3218.41,18,Bəli,30703.64
1657,1657,334,Yüksək,1035.08,18,Bəli,45750.75
1658,1658,343,Yüksək,929.99,17,Xeyr,
1659,1659,560,Orta,4461.58,4,Xeyr,
1660,1660,822,Aşağı,4160.19,20,Bəli,56518.74
1661,1661,769,Aşağı,473.66,22,Xeyr,
1662,1662,798,Aşağı,2742.27,15,Bəli,23367.05
1663,1663,748,Aşağı,582.97,29,Bəli,26075.46
1664,1664,397,Yüksək,1721.89,2,Xeyr,
1665,1665,402,Yüksək,2655.79,27,Xeyr,
1666,1666,506,Orta,895.34,28,Xeyr,
1667,1667,723,Aşağı,463.9,18,Bəli,62864.15
1668,1668,706,Aşağı,4234.82,0,Xeyr,
1669,1669,446,Yüksək,1829.25,22,Bəli,29411.12
1670,1670,573,Orta,4082.77,13,Bəli,4600.06
1671,1671,321,Yüksək,3912.99,11,Bəli,6760.12
1672,1672,403,Yüksək,2507.22,9,Bəli,58104.51
1673,1673,760,Aşağı,3248.66,3,Bəli,23364.06
1674,1674,813,Aşağı,1823.37,1,Bəli,57402.97
1675,1675,720,Aşağı,2697.74,24,Bəli,34290.4
1676,1676,597,Orta,940.9,20,Xeyr,
1677,1677,601,Orta,4523.61,29,Xeyr,
1678,1678,827,Aşağı,453.95,0,Xeyr,
1679,1679,693,Orta,4505.06,8,Xeyr,
1680,1680,710,Aşağı,4114.72,12,Bəli,46668.22
1681,1681,560,Orta,949.23,20,Bəli,55536.08
1682,1682,497,Yüksək,1635.05,7,Xeyr,
1683,1683,718,Aşağı,2314.55,8,Bəli,34402.86
1684,1684,625,Orta,4951.64,6,Bəli,14087.71
1685,1685,796,Aşağı,2769.25,20,Xeyr,
1686,1686,611,Orta,2259.37,18,Xeyr,
1687,1687,596,Orta,2217.69,11,Xeyr,
1688,1688,418,Yüksək,3845.29,9,Bəli,57276.23
1689,1689,780,Aşağı,2267.76,29,Bəli,250003.36
1690,1690,307,Yüksək,3633.87,11,Xeyr,
1691,1691,474,Yüksək,3708.66,15,Xeyr,
1692,1692,691,Orta,2013.68,19,Bəli,23512.13
1693,1693,784,Aşağı,2766.04,9,Bəli,28083.02
1694,1694,678,Orta,4159.89,24,Xeyr,
1695,1695,455,Yüksək,783.36,29,Xeyr,
1696,1696,364,Yüksək,1100.06,19,Xeyr,
1697,1697,651,Orta,3756.15,30,Xeyr,
1698,1698,816,Aşağı,4845.01,2,Xeyr,
1699,1699,323,Yüksək,3802.26,24,Bəli,17766.41
1700,1700,497,Yüksək,2198.68,24,Xeyr,
1701,1701,445,Yüksək,3448.94,15,Bəli,177114.18
1702,1702,398,Yüksək,4757.21,12,Xeyr,
1703,1703,820,Aşağı,3778.2,9,Bəli,36622.81
1704,1704,318,Yüksək,4308.71,16,Bəli,13616.82
1705,1705,699,Orta,3187.36,0,Xeyr,
1706,1706,424,Yüksək,1982.31,29,Xeyr,
1707,1707,337,Yüksək,689.41,19,Xeyr,
1708,1708,566,Orta,537.85,9,Xeyr,
1709,1709,639,Orta,4208.59,13,Bəli,35206.51
1710,1710,645,Orta,1610.8,22,Bəli,6102.82
1711,1711,644,Orta,2364.06,30,Xeyr,
1712,1712,353,Yüksək,4941.55,15,Xeyr,
1713,1713,356,Yüksək,435.96,10,Xeyr,
1714,1714,647,Orta,3138.58,14,Xeyr,
1715,1715,577,Orta,3670.32,4,Xeyr,
1716,1716,490,Yüksək,962.6,5,Xeyr,
1717,1717,405,Yüksək,4953.7,20,Bəli,15708.94
1718,1718,388,Yüksək,537.14,28,Xeyr,
1719,1719,828,Aşağı,2811.61,10,Xeyr,
1720,1720,758,Aşağı,656.38,17,Xeyr,
1721,1721,528,Orta,3488.53,5,Xeyr,
1722,1722,647,Orta,4787.44,25,Bəli,22266.85
1723,1723,382,Yüksək,3194.89,21,Xeyr,
1724,1724,713,Aşağı,3312.47,10,Bəli,86804.71
1725,1725,417,Yüksək,2520.12,21,Xeyr,
1726,1726,760,Aşağı,2356.39,9,Bəli,57988.74
1727,1727,415,Yüksək,3578.62,21,Bəli,11814.38
1728,1728,334,Yüksək,3843.16,18,Bəli,59010.79
1729,1729,412,Yüksək,4270.98,21,Xeyr,
1730,1730,546,Orta,3008.86,0,Bəli,5573.68
1731,1731,801,Aşağı,708.22,16,Xeyr,
1732,1732,741,Aşağı,4793.85,23,Bəli,33995.55
1733,1733,639,Orta,906.52,9,Bəli,37515.9
1734,1734,377,Yüksək,4507.42,13,Bəli,51836.25
1735,1735,774,Aşağı,2780.01,19,Xeyr,
1736,1736,355,Yüksək,2386.07,21,Bəli,11390.63
1737,1737,470,Yüksək,3443.08,23,Xeyr,
1738,1738,560,Orta,2714.3,24,Xeyr,
1739,1739,544,Orta,414.84,18,Xeyr,
1740,1740,420,Yüksək,1316.0,10,Bəli,21100.44
1741,1741,353,Yüksək,2348.49,15,Bəli,80303.69
1742,1742,580,Orta,2259.68,9,Xeyr,
1743,1743,658,Orta,3087.13,29,Bəli,226806.2
1744,1744,800,Aşağı,1922.3,12,Xeyr,
1745,1745,687,Orta,1137.86,23,Xeyr,
1746,1746,349,Yüksək,2782.85,1,Xeyr,
1747,1747,504,Orta,2068.31,23,Bəli,21041.32
1748,1748,453,Yüksək,1171.53,5,Xeyr,
1749,1749,531,Orta,4292.97,28,Bəli,33342.35
1750,1750,552,Orta,4214.79,28,Bəli,52154.76
1751,1751,371,Yüksək,3961.53,3,Bəli,78673.72
1752,1752,782,Aşağı,1899.12,12,Bəli,225180.3
1753,1753,417,Yüksək,2732.53,27,Xeyr,
1754,1754,443,Yüksək,3843.53,26,Xeyr,
1755,1755,662,Orta,4288.8,20,Xeyr,
1756,1756,507,Orta,1150.3,25,Xeyr,
1757,1757,366,Yüksək,770.44,15,Xeyr,
1758,1758,509,Orta,1306.14,22,Bəli,172717.9
1759,1759,331,Yüksək,838.31,10,Bəli,32255.19
1760,1760,565,Orta,3916.05,7,Xeyr,
1761,1761,786,Aşağı,3052.39,26,Xeyr,
1762,1762,420,Yüksək,1682.32,16,Xeyr,
1763,1763,366,Yüksək,410.06,2,Xeyr,
1764,1764,710,Aşağı,444.63,10,Bəli,111757.07
1765,1765,396,Yüksək,2307.46,24,Xeyr,
1766,1766,751,Aşağı,1218.67,3,Bəli,89482.91
1767,1767,562,Orta,1724.28,6,Xeyr,
1768,1768,497,Yüksək,2892.97,5,Xeyr,
1769,1769,340,Yüksək,880.43,17,Xeyr,
1770,1770,347,Yüksək,3906.79,18,Bəli,32627.78
1771,1771,382,Yüksək,3061.26,24,Xeyr,
1772,1772,657,Orta,2439.33,10,Bəli,40032.28
1773,1773,611,Orta,957.53,14,Xeyr,
1774,1774,415,Yüksək,1907.7,5,Xeyr,
1775,1775,533,Orta,1167.14,23,Xeyr,
1776,1776,398,Yüksək,3640.75,4,Xeyr,
1777,1777,356,Yüksək,3335.38,20,Bəli,41943.81
1778,1778,698,Orta,1541.32,1,Bəli,7513.45
1779,1779,321,Yüksək,3045.88,13,Bəli,14091.32
1780,1780,440,Yüksək,2088.28,16,Bəli,9043.66
1781,1781,333,Yüksək,4993.85,20,Bəli,14599.64
1782,1782,579,Orta,2284.34,29,Bəli,33254.69
1783,1783,696,Orta,1855.55,19,Xeyr,
1784,1784,361,Yüksək,3865.27,16,Bəli,22835.28
1785,1785,537,Orta,1407.47,18,Bəli,85031.67
1786,1786,786,Aşağı,3788.43,11,Xeyr,
1787,1787,516,Orta,4639.36,22,Bəli,264377.86
1788,1788,398,Yüksək,430.93,18,Xeyr,
1789,1789,784,Aşağı,2248.56,6,Xeyr,
1790,1790,357,Yüksək,4969.74,17,Xeyr,
1791,1791,617,Orta,1921.86,27,Xeyr,
1792,1792,639,Orta,859.1,10,Bəli,12134.38
1793,1793,580,Orta,1437.78,22,Bəli,79422.45
1794,1794,413,Yüksək,560.76,1,Bəli,26937.64
1795,1795,658,Orta,473.92,28,Bəli,21250.39
1796,1796,634,Orta,2756.99,18,Bəli,45368.83
1797,1797,606,Orta,3859.98,17,Bəli,46900.03
1798,1798,304,Yüksək,2089.36,3,Xeyr,
1799,1799,613,Orta,4791.31,29,Bəli,136719.16
1800,1800,778,Aşağı,2585.85,2,Bəli,9050.21
1801,1801,754,Aşağı,2411.09,10,Xeyr,
1802,1802,514,Orta,499.66,29,Xeyr,
1803,1803,409,Yüksək,3016.4,29,Bəli,30800.4
1804,1804,843,Aşağı,3825.35,17,Bəli,7328.84
1805,1805,378,Yüksək,1131.91,25,Xeyr,
1806,1806,730,Aşağı,4054.85,28,Bəli,40424.55
1807,1807,798,Aşağı,2994.78,15,Bəli,47055.69
1808,1808,758,Aşağı,1265.94,4,Xeyr,
1809,1809,747,Aşağı,2467.01,11,Bəli,157292.75
1810,1810,570,Orta,464.18,20,Bəli,14378.01
1811,1811,541,Orta,2575.44,8,Bəli,37074.81
1812,1812,345,Yüksək,4498.52,4,Xeyr,
1813,1813,708,Aşağı,4609.06,9,Xeyr,
1814,1814,656,Orta,4893.36,9,Bəli,37805.74
1815,1815,549,Orta,3177.86,3,Bəli,23782.16
1816,1816,332,Yüksək,3725.09,24,Bəli,349530.7
1817,1817,376,Yüksək,1140.23,1,Bəli,31544.95
1818,1818,581,Orta,2752.18,1,Xeyr,
1819,1819,631,Orta,3765.97,11,Xeyr,
1820,1820,629,Orta,1677.37,10,Xeyr,
1821,1821,398,Yüksək,1155.72,5,Bəli,121857.12
1822,1822,479,Yüksək,2053.26,25,Xeyr,
1823,1823,618,Orta,793.4,4,Bəli,222111.93
1824,1824,762,Aşağı,4258.81,28,Xeyr,
1825,1825,485,Yüksək,3229.2,12,Xeyr,
1826,1826,475,Yüksək,422.03,20,Bəli,19087.14
1827,1827,375,Yüksək,4465.39,3,Bəli,31275.88
1828,1828,648,Orta,1064.29,12,Bəli,52050.57
1829,1829,478,Yüksək,3355.0,26,Xeyr,
1830,1830,410,Yüksək,1009.41,13,Xeyr,
1831,1831,581,Orta,2432.19,4,Bəli,184962.63
1832,1832,829,Aşağı,3695.79,18,Bəli,140623.81
1833,1833,300,Yüksək,965.18,10,Xeyr,
1834,1834,393,Yüksək,1661.54,16,Bəli,198451.16
1835,1835,713,Aşağı,4061.46,2,Xeyr,
1836,1836,789,Aşağı,2728.62,8,Bəli,23568.94
1837,1837,541,Orta,4154.16,20,Bəli,21896.06
1838,1838,401,Yüksək,3003.12,19,Bəli,45012.16
1839,1839,654,Orta,3562.05,17,Xeyr,
1840,1840,503,Orta,3416.06,1,Bəli,8731.7
1841,1841,520,Orta,4304.05,30,Xeyr,
1842,1842,805,Aşağı,4306.1,30,Xeyr,
1843,1843,567,Orta,2569.75,9,Bəli,25124.18
1844,1844,445,Yüksək,3729.54,23,Bəli,57724.73
1845,1845,365,Yüksək,4844.22,3,Xeyr,
1846,1846,373,Yüksək,773.62,14,Bəli,15000.63
1847,1847,758,Aşağı,1296.78,29,Bəli,4348.77
1848,1848,390,Yüksək,3778.44,8,Xeyr,
1849,1849,692,Orta,1142.76,14,Bəli,59687.47
1850,1850,615,Orta,2927.69,2,Bəli,191129.57
1851,1851,772,Aşağı,4621.32,22,Bəli,32887.46
1852,1852,846,Aşağı,3704.81,13,Bəli,4045.19
1853,1853,743,Aşağı,4300.64,12,Xeyr,
1854,1854,615,Orta,2299.49,2,Bəli,25362.73
1855,1855,564,Orta,2343.02,9,Xeyr,
1856,1856,612,Orta,818.12,15,Xeyr,
1857,1857,762,Aşağı,532.94,22,Bəli,90077.19
1858,1858,576,Orta,842.47,18,Bəli,33497.25
1859,1859,370,Yüksək,1344.88,17,Xeyr,
1860,1860,392,Yüksək,4569.51,11,Bəli,15932.56
1861,1861,454,Yüksək,2601.01,15,Xeyr,
1862,1862,460,Yüksək,494.34,7,Xeyr,
1863,1863,792,Aşağı,4936.4,9,Bəli,89187.98
1864,1864,527,Orta,3853.96,21,Xeyr,
1865,1865,833,Aşağı,1522.36,30,Xeyr,
1866,1866,394,Yüksək,3770.49,26,Xeyr,
1867,1867,639,Orta,1356.93,15,Xeyr,
1868,1868,841,Aşağı,1392.71,6,Bəli,10413.22
1869,1869,672,Orta,2201.28,10,Xeyr,
1870,1870,497,Yüksək,4081.55,8,Bəli,72692.62
1871,1871,362,Yüksək,3360.13,16,Xeyr,
1872,1872,344,Yüksək,4485.23,21,Xeyr,
1873,1873,752,Aşağı,3203.1,2,Bəli,42936.1
1874,1874,374,Yüksək,2944.0,9,Bəli,5116.82
1875,1875,383,Yüksək,1991.87,6,Xeyr,
1876,1876,478,Yüksək,1018.38,6,Xeyr,
1877,1877,382,Yüksək,2469.53,12,Bəli,28215.42
1878,1878,433,Yüksək,4227.8,5,Xeyr,
1879,1879,687,Orta,2165.04,0,Xeyr,
1880,1880,823,Aşağı,1751.16,7,Bəli,24368.49
1881,1881,615,Orta,4492.09,27,Bəli,71135.03
1882,1882,514,Orta,4117.22,24,Xeyr,
1883,1883,349,Yüksək,1143.18,22,Xeyr,
1884,1884,503,Orta,2303.59,25,Bəli,44851.57
1885,1885,372,Yüksək,3591.36,11,Xeyr,
1886,1886,706,Aşağı,4729.7,29,Bəli,72452.23
1887,1887,693,Orta,4004.51,28,Xeyr,
1888,1888,504,Orta,1983.01,14,Xeyr,
1889,1889,654,Orta,4400.32,4,Xeyr,
1890,1890,697,Orta,2565.73,27,Bəli,17703.06
1891,1891,409,Yüksək,943.17,4,Bəli,36224.8
1892,1892,519,Orta,2543.05,13,Bəli,52111.39
1893,1893,770,Aşağı,511.24,6,Bəli,49487.98
1894,1894,621,Orta,3728.36,26,Bəli,6565.09
1895,1895,658,Orta,978.36,13,Bəli,33779.37
1896,1896,747,Aşağı,4310.38,0,Xeyr,
1897,1897,603,Orta,3972.0,20,Xeyr,
1898,1898,555,Orta,1775.12,5,Bəli,9638.58
1899,1899,822,Aşağı,1229.88,24,Xeyr,
1900,1900,713,Aşağı,3757.2,1,Bəli,32135.92
1901,1901,301,Yüksək,965.58,24,Xeyr,
1902,1902,648,Orta,4710.08,9,Bəli,11148.69
1903,1903,734,Aşağı,4605.19,13,Bəli,9152.1
1904,1904,354,Yüksək,1316.62,11,Bəli,33862.13
1905,1905,501,Orta,445.57,2,Xeyr,
1906,1906,430,Yüksək,854.66,15,Bəli,37000.45
1907,1907,361,Yüksək,3170.32,13,Xeyr,
1908,1908,670,Orta,4021.65,8,Xeyr,
1909,1909,718,Aşağı,1363.99,28,Xeyr,
1910,1910,324,Yüksək,2252.38,10,Xeyr,
1911,1911,414,Yüksək,4773.09,26,Bəli,2285.62
1912,1912,409,Yüksək,607.13,15,Xeyr,
1913,1913,350,Yüksək,4237.25,5,Xeyr,
1914,1914,608,Orta,2434.88,0,Bəli,235674.15
1915,1915,830,Aşağı,1853.85,12,Bəli,56648.8
1916,1916,368,Yüksək,3461.31,5,Xeyr,
1917,1917,512,Orta,2825.85,4,Xeyr,
1918,1918,619,Orta,1468.47,15,Xeyr,
1919,1919,508,Orta,1670.81,19,Xeyr,
1920,1920,534,Orta,507.38,30,Xeyr,
1921,1921,745,Aşağı,714.55,23,Xeyr,
1922,1922,585,Orta,3155.93,18,Xeyr,
1923,1923,405,Yüksək,734.78,3,Bəli,89555.07
1924,1924,602,Orta,1450.92,18,Xeyr,
1925,1925,374,Yüksək,2591.8,13,Xeyr,
1926,1926,641,Orta,2599.32,15,Bəli,19087.33
1927,1927,329,Yüksək,2869.05,4,Xeyr,
1928,1928,661,Orta,3455.61,1,Bəli,17543.41
1929,1929,333,Yüksək,1762.72,2,Xeyr,
1930,1930,502,Orta,2635.45,28,Xeyr,
1931,1931,519,Orta,1053.34,22,Xeyr,
1932,1932,839,Aşağı,2342.61,8,Xeyr,
1933,1933,733,Aşağı,2520.96,23,Bəli,279328.99
1934,1934,682,Orta,3520.79,16,Bəli,20628.52
1935,1935,455,Yüksək,3031.18,17,Xeyr,
1936,1936,731,Aşağı,2506.0,12,Bəli,16210.44
1937,1937,836,Aşağı,3630.27,23,Bəli,80484.3
1938,1938,835,Aşağı,4287.56,2,Bəli,27525.88
1939,1939,829,Aşağı,2106.18,17,Xeyr,
1940,1940,794,Aşağı,2129.8,22,Bəli,25597.74
1941,1941,554,Orta,4658.59,7,Bəli,222273.97
1942,1942,461,Yüksək,4845.2,28,Xeyr,
1943,1943,709,Aşağı,1155.56,3,Xeyr,
1944,1944,635,Orta,4988.44,15,Xeyr,
1945,1945,699,Orta,4177.86,21,Xeyr,
1946,1946,665,Orta,2621.26,28,Xeyr,
1947,1947,459,Yüksək,2333.26,0,Bəli,78383.3
1948,1948,820,Aşağı,1549.77,9,Bəli,47098.75
1949,1949,844,Aşağı,2831.48,19,Xeyr,
1950,1950,308,Yüksək,3189.57,0,Bəli,54426.75
1951,1951,336,Yüksək,1061.36,6,Bəli,258409.74
1952,1952,579,Orta,4992.4,11,Bəli,26523.1
1953,1953,665,Orta,558.09,24,Bəli,28520.18
1954,1954,588,Orta,1260.48,23,Xeyr,
1955,1955,567,Orta,2967.96,13,Xeyr,
1956,1956,590,Orta,4308.98,8,Xeyr,
1957,1957,346,Yüksək,1100.7,27,Bəli,5209.25
1958,1958,736,Aşağı,1460.75,10,Bəli,4089.4
1959,1959,754,Aşağı,3533.92,25,Bəli,117301.2
1960,1960,635,Orta,3675.94,1,Xeyr,
1961,1961,798,Aşağı,1576.04,0,Xeyr,
1962,1962,433,Yüksək,3007.63,26,Xeyr,
1963,1963,592,Orta,3542.7,23,Xeyr,
1964,1964,479,Yüksək,3411.19,22,Xeyr,
1965,1965,842,Aşağı,1446.07,26,Bəli,21858.96
1966,1966,523,Orta,2884.11,25,Xeyr,
1967,1967,367,Yüksək,2799.96,28,Bəli,71379.32
1968,1968,563,Orta,4932.54,15,Bəli,176136.2
1969,1969,742,Aşağı,1531.06,28,Bəli,177517.56
1970,1970,402,Yüksək,4479.98,28,Bəli,28645.56
1971,1971,401,Yüksək,4901.21,10,Bəli,377978.35
1972,1972,734,Aşağı,3196.97,6,Bəli,17788.69
1973,1973,386,Yüksək,2978.11,19,Bəli,58826.67
1974,1974,590,Orta,3706.49,13,Bəli,19092.33
1975,1975,450,Yüksək,4607.88,13,Bəli,167640.12
1976,1976,502,Orta,2149.29,1,Bəli,110785.06
1977,1977,639,Orta,1849.63,27,Xeyr,
1978,1978,461,Yüksək,1004.95,12,Xeyr,
1979,1979,604,Orta,909.15,19,Bəli,6539.46
1980,1980,838,Aşağı,4268.0,11,Xeyr,
1981,1981,533,Orta,4623.22,14,Bəli,37112.08
1982,1982,814,Aşağı,4933.55,0,Xeyr,
1983,1983,732,Aşağı,2776.16,22,Xeyr,
1984,1984,433,Yüksək,3220.37,20,Bəli,41528.76
1985,1985,582,Orta,491.17,25,Xeyr,
1986,1986,559,Orta,1675.2,18,Xeyr,
1987,1987,625,Orta,2174.19,3,Bəli,13971.24
1988,1988,382,Yüksək,805.4,22,Xeyr,
1989,1989,839,Aşağı,3368.47,1,Bəli,20187.99
1990,1990,498,Yüksək,3547.67,11,Bəli,29578.73
1991,1991,593,Orta,3454.02,17,Xeyr,
1992,1992,536,Orta,3699.55,4,Bəli,180050.29
1993,1993,675,Orta,2440.39,19,Bəli,27055.39
1994,1994,724,Aşağı,3418.71,3,Bəli,54719.41
1995,1995,675,Orta,4087.66,25,Xeyr,
1996,1996,694,Orta,2454.83,11,Bəli,68690.18
1997,1997,793,Aşağı,2444.34,22,Xeyr,
1998,1998,432,Yüksək,1359.82,8,Xeyr,
1999,1999,340,Yüksək,4953.64,28,Xeyr,
2000,2000,303,Yüksək,2990.11,23,Bəli,15781.95
2001,2001,502,Orta,1486.62,8,Xeyr,
2002,2002,459,Yüksək,3224.76,1,Bəli,34720.07
2003,2003,306,Yüksək,3972.17,14,Xeyr,
2004,2004,542,Orta,1601.43,1,Xeyr,
2005,2005,565,Orta,1730.21,13,Bəli,26196.21
2006,2006,574,Orta,657.71,23,Xeyr,
2007,2007,400,Yüksək,4295.63,3,Bəli,15874.32
2008,2008,590,Orta,1563.04,4,Bəli,34622.56
2009,2009,498,Yüksək,2006.61,29,Xeyr,
2010,2010,519,Orta,1805.44,11,Xeyr,
2011,2011,541,Orta,4085.54,15,Bəli,20577.32
2012,2012,517,Orta,3546.73,18,Bəli,206093.02
2013,2013,504,Orta,1656.99,27,Xeyr,
